"DEVELOPMENT","TDS #","BUILDING #","STAIRHALL#","BOROUGH","HOUSE #","STREET","ADDRESS","CITY","STATE","ZIP CODE","BIN","BLOCK","LOT","BOROUGH/BLOCK/LOT #","CENSUS TRACT (2020)","NEIGHBORHOOD TABULATION AREA CODE","NEIGHBORHOOD TABULATION AREA NAME","COMMUNITY DISTRICT","CITY COUNCIL DISTRICT","STATE ASSEMBLY DISTRICT","STATE SENATE DISTRICT","US CONGRESSIONAL DISTRICT","PRIVATELY MANAGED","LATITUDE","LONGITUDE"
"BEACH 41ST STREET-BEACH CHANNEL DRIVE","165","3","004","QUEENS","438","BEACH 40TH STREET","438 BEACH 40TH STREET","FAR ROCKAWAY","NY","11,691","4302129","15955","3","4159550003","97,206","QN1402","Rockaway Beach-Arverne-Edgemere","14","31","31","10","5",,"40.596863","-73.772021"
"BEACH 41ST STREET-BEACH CHANNEL DRIVE","165","3","005","QUEENS","38-08","BEACH CHANNEL DRIVE","38-08 BEACH CHANNEL DRIVE","FAR ROCKAWAY","NY","11,691","4302129","15955","3","4159550003","97,206","QN1402","Rockaway Beach-Arverne-Edgemere","14","31","31","10","5",,"40.596213","-73.771394"
"BEACH 41ST STREET-BEACH CHANNEL DRIVE","165","4","006","QUEENS","456","BEACH 40TH STREET","456 BEACH 40TH STREET","FAR ROCKAWAY","NY","11,691","4463046","15955","3","4159550003","97,206","QN1402","Rockaway Beach-Arverne-Edgemere","14","31","31","10","5",,"40.597176","-73.772249"
"BERRY","52","1","001","STATEN ISLAND","1754","RICHMOND ROAD","1754 RICHMOND ROAD","STATEN ISLAND","NY","10,306","5116737","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.587352","-74.103125"
"BERRY","52","1","002","STATEN ISLAND","1742","RICHMOND ROAD","1742 RICHMOND ROAD","STATEN ISLAND","NY","10,306","5116737","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.58737","-74.102752"
"BERRY","52","2","003","STATEN ISLAND","1726","RICHMOND ROAD","1726 RICHMOND ROAD","STATEN ISLAND","NY","10,306","5109572","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.587815","-74.102275"
"BERRY","52","2","004","STATEN ISLAND","1718","RICHMOND ROAD","1718 RICHMOND ROAD","STATEN ISLAND","NY","10,306","5109572","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.588099","-74.10232"
"BERRY","52","3","005","STATEN ISLAND","30","DONGAN HILLS AVENUE","30 DONGAN HILLS AVENUE","STATEN ISLAND","NY","10,306","5109567","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.588169","-74.101566"
"BERRY","52","3","006","STATEN ISLAND","34","DONGAN HILLS AVENUE","34 DONGAN HILLS AVENUE","STATEN ISLAND","NY","10,306","5109567","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.587882","-74.101489"
"BERRY","52","4","007","STATEN ISLAND","40","DONGAN HILLS AVENUE","40 DONGAN HILLS AVENUE","STATEN ISLAND","NY","10,306","5109568","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.587648","-74.101051"
"BERRY","52","4","008","STATEN ISLAND","50","DONGAN HILLS AVENUE","50 DONGAN HILLS AVENUE","STATEN ISLAND","NY","10,306","5109568","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.5877","-74.100682"
"BERRY","52","5","009","STATEN ISLAND","209","JEFFERSON STREET","209 JEFFERSON STREET","STATEN ISLAND","NY","10,306","5109569","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.587056","-74.10119"
"BERRY","52","5","010","STATEN ISLAND","219","JEFFERSON STREET","219 JEFFERSON STREET","STATEN ISLAND","NY","10,306","5109569","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.586772","-74.101153"
"BERRY","52","6","011","STATEN ISLAND","235","JEFFERSON STREET","235 JEFFERSON STREET","STATEN ISLAND","NY","10,306","5109570","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.586344","-74.101537"
"BERRY","52","6","012","STATEN ISLAND","239","JEFFERSON STREET","239 JEFFERSON STREET","STATEN ISLAND","NY","10,306","5109570","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.586052","-74.1015"
"BERRY","52","7","013","STATEN ISLAND","51","SEAVER AVENUE","51 SEAVER AVENUE","STATEN ISLAND","NY","10,306","5109574","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.586282","-74.102279"
"BERRY","52","7","014","STATEN ISLAND","45","SEAVER AVENUE","45 SEAVER AVENUE","STATEN ISLAND","NY","10,306","5109574","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.586569","-74.102311"
"BERRY","52","8","015","STATEN ISLAND","29","SEAVER AVENUE","29 SEAVER AVENUE","STATEN ISLAND","NY","10,306","5109573","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.586848","-74.102686"
"BERRY","52","8","016","STATEN ISLAND","21","SEAVER AVENUE","21 SEAVER AVENUE","STATEN ISLAND","NY","10,306","5109573","3532","500","5035320500","11,401","SI0201","Grasmere-Arrochar-South Beach-Dongan Hills","2","50","64","23","11",,"40.586834","-74.103063"
"BLAND","54","1","001","QUEENS","40-25","COLLEGE POINT BOULEVARD","40-25 COLLEGE POINT BOULEVARD","FLUSHING","NY","11,354","4443444","5037","8","4050370008","871","QN0707","Flushing-Willets Point","7","20","40","16","6",,"40.75741","-73.833603"
"BLAND","54","2","002","QUEENS","40-05","COLLEGE POINT BOULEVARD","40-05 COLLEGE POINT BOULEVARD","FLUSHING","NY","11,354","4443443","5037","8","4050370008","871","QN0707","Flushing-Willets Point","7","20","40","16","6",,"40.758022","-73.83387"
"BLAND","54","3","003","QUEENS","133-20","ROOSEVELT AVENUE","133-20 ROOSEVELT AVENUE","FLUSHING","NY","11,354","4443446","5037","8","4050370008","871","QN0707","Flushing-Willets Point","7","20","40","16","6",,"40.758209","-73.8333"
"BLAND","54","4","004","QUEENS","133-40","ROOSEVELT AVENUE","133-40 ROOSEVELT AVENUE","FLUSHING","NY","11,354","4443447","5037","8","4050370008","871","QN0707","Flushing-Willets Point","7","20","40","16","6",,"40.758389","-73.83274"
"BLAND","54","5","005","QUEENS","133-50","ROOSEVELT AVENUE","133-50 ROOSEVELT AVENUE","FLUSHING","NY","11,354","4443445","5037","8","4050370008","871","QN0707","Flushing-Willets Point","7","20","40","16","6",,"40.758559","-73.832177"
"BORINQUEN PLAZA I","243","1","001","BROOKLYN","30","MANHATTAN AVENUE","30 MANHATTAN AVENUE","BROOKLYN","NY","11,206","3327986","3105","1","3031050001","491","BK0104","East Williamsburg","1","34","53","18","7",,"40.70324","-73.944124"
"BORINQUEN PLAZA I","243","2","002","BROOKLYN","60","MOORE STREET","60 MOORE STREET","BROOKLYN","NY","11,206","3071508","3105","109","3031050109","491","BK0104","East Williamsburg","1","34","53","18","7",,"40.70354","-73.943514"
"BORINQUEN PLAZA I","243","3","003","BROOKLYN","50","MANHATTAN AVENUE","50 MANHATTAN AVENUE","BROOKLYN","NY","11,206","3071440","3096","1","3030960001","491","BK0104","East Williamsburg","1","34","53","18","7",,"40.703969","-73.944248"
"BORINQUEN PLAZA I","243","4","004","BROOKLYN","70","SEIGEL STREET","70 SEIGEL STREET","BROOKLYN","NY","11,206","3071441","3096","14","3030960014","491","BK0104","East Williamsburg","1","34","53","18","7",,"40.704304","-73.9436"
"BORINQUEN PLAZA I","243","5","005","BROOKLYN","125","SEIGEL STREET","125 SEIGEL STREET","BROOKLYN","NY","11,206","3071355","3080","50","3030800050","49,302","BK0104","East Williamsburg","1","34","53","18","7",,"40.704648","-73.941784"
"BORINQUEN PLAZA I","243","6","006","BROOKLYN","101","HUMBOLDT STREET","101 HUMBOLDT STREET","BROOKLYN","NY","11,206","3071354","3080","40","3030800040","49,302","BK0104","East Williamsburg","1","34","53","18","7",,"40.704933","-73.941211"
"BORINQUEN PLAZA I","243","7","007","BROOKLYN","111","HUMBOLDT STREET","111 HUMBOLDT STREET","BROOKLYN","NY","11,206","3071356","3080","70","3030800070","49,302","BK0104","East Williamsburg","1","34","53","18","7",,"40.705184","-73.941946"
"BORINQUEN PLAZA I","243","8","008","BROOKLYN","160","BOERUM STREET","160 BOERUM STREET","BROOKLYN","NY","11,206","3327973","3080","10","3030800010","49,302","BK0104","East Williamsburg","1","34","53","18","7",,"40.705614","-73.942151"
"BORINQUEN PLAZA II","271","9","009","BROOKLYN","110","HUMBOLDT STREET","110 HUMBOLDT STREET","BROOKLYN","NY","11,206","3071363","3081","80","3030810080","49,302","BK0104","East Williamsburg","1","34","53","18","7",,"40.704979","-73.940924"
"BORINQUEN PLAZA II","271","10","010","BROOKLYN","130","HUMBOLDT STREET","130 HUMBOLDT STREET","BROOKLYN","NY","11,206","3071357","3081","1","3030810001","49,302","BK0104","East Williamsburg","1","34","53","18","7",,"40.705768","-73.941061"
"BORINQUEN PLAZA II","271","11","011","BROOKLYN","155","SEIGEL STREET","155 SEIGEL STREET","BROOKLYN","NY","11,206","3071360","3081","60","3030810060","49,302","BK0104","East Williamsburg","1","34","53","18","7",,"40.704795","-73.940202"
"BORINQUEN PLAZA II","271","12","012","BROOKLYN","124","HUMBOLDT STREET","124 HUMBOLDT STREET","BROOKLYN","NY","11,206","3071362","3081","75","3030810075","49,302","BK0104","East Williamsburg","1","34","53","18","7",,"40.705642","-73.940343"
"BORINQUEN PLAZA II","271","13","013","BROOKLYN","120","HUMBOLDT STREET","120 HUMBOLDT STREET","BROOKLYN","NY","11,206","3071361","3081","70","3030810070","49,302","BK0104","East Williamsburg","1","34","53","18","7",,"40.705345","-73.940296"
"BORINQUEN PLAZA II","271","14","014","BROOKLYN","330","BUSHWICK AVENUE","330 BUSHWICK AVENUE","BROOKLYN","NY","11,206","3071359","3081","50","3030810050","49,302","BK0104","East Williamsburg","1","34","53","18","7",,"40.705138","-73.939573"
"BORINQUEN PLAZA II","271","15","015","BROOKLYN","300","BUSHWICK AVENUE","300 BUSHWICK AVENUE","BROOKLYN","NY","11,206","3071358","3081","40","3030810040","49,302","BK0104","East Williamsburg","1","34","53","18","7",,"40.705841","-73.939688"
"BOYNTON AVENUE REHAB","346","1","013","BRONX","1044","BOYNTON AVENUE","1044 BOYNTON AVENUE","BRONX","NY","10,472","2023485","3715","23","2037150023","5,001","BX0901","Soundview-Bruckner-Bronx River","9","18","85","32","14",,"40.825313","-73.877333"
"BOYNTON AVENUE REHAB","346","2","014","BRONX","1048","BOYNTON AVENUE","1048 BOYNTON AVENUE","BRONX","NY","10,472","2023486","3715","25","2037150025","5,001","BX0901","Soundview-Bruckner-Bronx River","9","18","85","32","14",,"40.825445","-73.877363"
"BOYNTON AVENUE REHAB","346","3","015","BRONX","1057","BOYNTON AVENUE","1057 BOYNTON AVENUE","BRONX","NY","10,472","2023475","3714","36","2037140036","5,001","BX0901","Soundview-Bruckner-Bronx River","9","18","85","32","14",,"40.825834","-73.877706"
"BRACETTI PLAZA","264","1","011","MANHATTAN","251","EAST 3RD STREET","251 EAST 3RD STREET","NEW YORK","NY","10,009","1004617","386","33","1003860033","2,601","MN0303","East Village","3","2","65","27","10",,"40.722093","-73.981281"
"BRACETTI PLAZA","264","1","012","MANHATTAN","290","EAST 4TH STREET","290 EAST 4TH STREET","NEW YORK","NY","10,009","1004617","386","33","1003860033","2,601","MN0303","East Village","3","2","65","27","10",,"40.722484","-73.98098"
"BREUKELEN","56","1","001","BROOKLYN","757","EAST 103RD STREET","757 EAST 103RD STREET","BROOKLYN","NY","11,236","3321514","8191","1","3081910001","982","BK1803","Canarsie","18","42","58","19","8",,"40.647183","-73.896494"
"BREUKELEN","56","1","002","BROOKLYN","103-07","FLATLANDS AVENUE","103-07 FLATLANDS AVENUE","BROOKLYN","NY","11,236","3321514","8191","1","3081910001","982","BK1803","Canarsie","18","42","58","19","8",,"40.647134","-73.896044"
"BREUKELEN","56","2","003","BROOKLYN","764","EAST 105TH STREET","764 EAST 105TH STREET","BROOKLYN","NY","11,236","3321515","8191","1","3081910001","982","BK1803","Canarsie","18","42","58","19","8",,"40.647591","-73.895341"
"BREUKELEN","56","2","004","BROOKLYN","762","EAST 105TH STREET","762 EAST 105TH STREET","BROOKLYN","NY","11,236","3321515","8191","1","3081910001","982","BK1803","Canarsie","18","42","58","19","8",,"40.647578","-73.895605"
"BREUKELEN","56","2","005","BROOKLYN","760","EAST 105TH STREET","760 EAST 105TH STREET","BROOKLYN","NY","11,236","3321515","8191","1","3081910001","982","BK1803","Canarsie","18","42","58","19","8",,"40.647752","-73.895602"
"BREUKELEN","56","2","006","BROOKLYN","758","EAST 105TH STREET","758 EAST 105TH STREET","BROOKLYN","NY","11,236","3321515","8191","1","3081910001","982","BK1803","Canarsie","18","42","58","19","8",,"40.647905","-73.895639"
"BREUKELEN","56","3","007","BROOKLYN","757","EAST 105TH STREET","757 EAST 105TH STREET","BROOKLYN","NY","11,236","3321522","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.648254","-73.894987"
"BREUKELEN","56","3","008","BROOKLYN","759","EAST 105TH STREET","759 EAST 105TH STREET","BROOKLYN","NY","11,236","3321522","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.648266","-73.894725"
"BREUKELEN","56","3","009","BROOKLYN","761","EAST 105TH STREET","761 EAST 105TH STREET","BROOKLYN","NY","11,236","3321522","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.648106","-73.894729"
"BREUKELEN","56","3","010","BROOKLYN","763","EAST 105TH STREET","763 EAST 105TH STREET","BROOKLYN","NY","11,236","3321522","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.647943","-73.894689"
"BREUKELEN","56","4","011","BROOKLYN","106-03","FLATLANDS AVENUE","106-03 FLATLANDS AVENUE","BROOKLYN","NY","11,236","3321521","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.648302","-73.894088"
"BREUKELEN","56","4","012","BROOKLYN","106-05","FLATLANDS AVENUE","106-05 FLATLANDS AVENUE","BROOKLYN","NY","11,236","3321521","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.64847","-73.894081"
"BREUKELEN","56","4","013","BROOKLYN","106-07","FLATLANDS AVENUE","106-07 FLATLANDS AVENUE","BROOKLYN","NY","11,236","3321521","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.648628","-73.894116"
"BREUKELEN","56","4","014","BROOKLYN","106-09","FLATLANDS AVENUE","106-09 FLATLANDS AVENUE","BROOKLYN","NY","11,236","3321521","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.648642","-73.893847"
"BREUKELEN","56","5","015","BROOKLYN","107-11","FLATLANDS AVENUE","107-11 FLATLANDS AVENUE","BROOKLYN","NY","11,236","3321520","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.649159","-73.893284"
"BREUKELEN","56","5","016","BROOKLYN","107-13","FLATLANDS AVENUE","107-13 FLATLANDS AVENUE","BROOKLYN","NY","11,236","3321520","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.649002","-73.893246"
"BREUKELEN","56","5","017","BROOKLYN","107-15","FLATLANDS AVENUE","107-15 FLATLANDS AVENUE","BROOKLYN","NY","11,236","3321520","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.648831","-73.893246"
"BREUKELEN","56","6","018","BROOKLYN","757","EAST 108TH STREET","757 EAST 108TH STREET","BROOKLYN","NY","11,236","3321345","8158","205","3081580205","982","BK1803","Canarsie","18","42","60","19","8",,"40.64973","-73.892908"
"BREUKELEN","56","6","019","BROOKLYN","759","EAST 108TH STREET","759 EAST 108TH STREET","BROOKLYN","NY","11,236","3321345","8158","205","3081580205","982","BK1803","Canarsie","18","42","60","19","8",,"40.649759","-73.892707"
"BREUKELEN","56","6","020","BROOKLYN","761","EAST 108TH STREET","761 EAST 108TH STREET","BROOKLYN","NY","11,236","3321345","8158","205","3081580205","982","BK1803","Canarsie","18","42","60","19","8",,"40.649573","-73.892684"
"BREUKELEN","56","6","021","BROOKLYN","763","EAST 108TH STREET","763 EAST 108TH STREET","BROOKLYN","NY","11,236","3321345","8158","205","3081580205","982","BK1803","Canarsie","18","42","60","19","8",,"40.649363","-73.892657"
"BREUKELEN","56","7","022","BROOKLYN","108-35","FLATLANDS AVENUE","108-35 FLATLANDS AVENUE","BROOKLYN","NY","11,236","3321346","8158","205","3081580205","982","BK1803","Canarsie","18","42","60","19","8",,"40.649749","-73.892027"
"BREUKELEN","56","7","023","BROOKLYN","108-37","FLATLANDS AVENUE","108-37 FLATLANDS AVENUE","BROOKLYN","NY","11,236","3321346","8158","205","3081580205","982","BK1803","Canarsie","18","42","60","19","8",,"40.65014","-73.892068"
"BREUKELEN","56","7","024","BROOKLYN","108-39","FLATLANDS AVENUE","108-39 FLATLANDS AVENUE","BROOKLYN","NY","11,236","3321346","8158","205","3081580205","982","BK1803","Canarsie","18","42","60","19","8",,"40.649955","-73.892032"
"BREUKELEN","56","7","025","BROOKLYN","108-41","FLATLANDS AVENUE","108-41 FLATLANDS AVENUE","BROOKLYN","NY","11,236","3321346","8158","205","3081580205","982","BK1803","Canarsie","18","42","60","19","8",,"40.650134","-73.891921"
"BREUKELEN","56","8","026","BROOKLYN","719","EAST 103RD STREET","719 EAST 103RD STREET","BROOKLYN","NY","11,236","3321517","8191","1","3081910001","982","BK1803","Canarsie","18","42","58","19","8",,"40.647719","-73.897099"
"BREUKELEN","56","8","027","BROOKLYN","103-12","GLENWOOD ROAD","103-12 GLENWOOD ROAD","BROOKLYN","NY","11,236","3321517","8191","1","3081910001","982","BK1803","Canarsie","18","42","58","19","8",,"40.648047","-73.897238"
"BREUKELEN","56","9","028","BROOKLYN","104-06","GLENWOOD ROAD","104-06 GLENWOOD ROAD","BROOKLYN","NY","11,236","3321516","8191","1","3081910001","982","BK1803","Canarsie","18","42","58","19","8",,"40.648434","-73.896682"
"BREUKELEN","56","9","029","BROOKLYN","716","EAST 105TH STREET","716 EAST 105TH STREET","BROOKLYN","NY","11,236","3321516","8191","1","3081910001","982","BK1803","Canarsie","18","42","58","19","8",,"40.648535","-73.896239"
"BREUKELEN","56","10","030","BROOKLYN","106-08","GLENWOOD ROAD","106-08 GLENWOOD ROAD","BROOKLYN","NY","11,236","3321518","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.649645","-73.894805"
"BREUKELEN","56","10","031","BROOKLYN","106-06","GLENWOOD ROAD","106-06 GLENWOOD ROAD","BROOKLYN","NY","11,236","3321518","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.649446","-73.89478"
"BREUKELEN","56","10","032","BROOKLYN","106-04","GLENWOOD ROAD","106-04 GLENWOOD ROAD","BROOKLYN","NY","11,236","3321518","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.649443","-73.894999"
"BREUKELEN","56","10","033","BROOKLYN","106-02","GLENWOOD ROAD","106-02 GLENWOOD ROAD","BROOKLYN","NY","11,236","3321518","8193","1","3081930001","982","BK1803","Canarsie","18","42","60","19","8",,"40.649423","-73.895207"
