"BOROUGH","DEVELOPMENT NAME","ADDRESS","STATUS","SPONSOR","POSTCODE","TYPE","Latitude","Longitude","Community Board","Community Council ","Census Tract","BIN","BBL","NTA"
"Manhattan","Baruch","595- 605 FDR Drive","Occupied","Henry Street Settlement, Inc.",,"Other - Battered Women shelter",,,,,,,,
"Staten Island","Berry Houses","44 Dongan Hills","Occupied","Staten Island Mental Health Society, Inc.","10306","Child Care ",,,,,,,,
"Brooklyn","Farragut","228 York Street","Occupied","Spanish Speaking Elderly Council - RAICES",,"Senior Center",,,,,,,,
"Manhattan","Harborview Terrace","536 West 56th Street","Occupied","NYCHA","10019","Performing Arts - Art Center",,,,,,,,
"Brooklyn","Howard","1620 E N Y Avenue","NYCHA HOLD","NYCHA","11212","Vacant- health clinic",,,,,,,,
"Manhattan","Lexington","115 East 98th Steet","Occupied","Lexington Children's Center","10029","Child Care - Early Learn",,,,,,,,
"Brooklyn","Marcus Garvey","1440 E N Y Avenue","Occupied","Fort Greene Senior Citizens Council","11212","Senior Center",,,,,,,,
"Bronx","Monroe","1802 Story Avenue","Vacant ","NYCHA",,"Vacant",,,,,,,,
"Bronx","Pelham Parkway","975 Waring Avenue","Occupied","Jewish Association Services For the Aged",,"Senior Center",,,,,,,,
"Brooklyn","Pink","2702 Linden Boulevard","Occupied","United Community Centers",,"Other - Urban Farm",,,,,,,,
"Queens","Ravenswood","34-35A 12th Street","Occupied","HANAC, Inc.","11106","Senior Center ",,,,,,,,
"Queens","Ravenswood","34-35A 12th Street","Occupied","HANAC, Inc.",,"NORC",,,,,,,,
"Brooklyn","Red Hook East","110 West 9th Street","Occupied","Spanish Speaking Elderly Council - RAICES",,"Senior Center",,,,,,,,
"Brooklyn","Saratoga Square","930 Halsey Street","Occupied","Ridgewood-Bushwick Sr Citizens Council, Inc.",,"Senior Center",,,,,,,,
"Manhattan","Washington Hts Rehab (Groups I and II)","500 West 164th Street","Vacant ","NYCHA",,"Vacant",,,,,,,,
"Manhattan","Washington Hts Rehab (Groups I and II)","503 West 177th Street","Occupied","Provider Name Unknown",,"Other - Battered Women center",,,,,,,,
"Manhattan","Wilson","405 East 105th Steet","Occupied","NYCHA","10029","Management Office",,,,,,,,
"Manhattan","Wise Towers/WSURA","136 West 91st Steet","Vacant ","NYCHA","10024","Vacant",,,,,,,,
"Brooklyn","Wyckoff Gardens","266 Wyckoff Street","Vacant ","NYCHA",,"Vacant",,,,,,,,
"Queens","FOREST HILLS COOP (108TH STREET-62ND DRIVE)","108-25 62nd Drive","Occupied","Queens Community House, Inc.","11375","Senior Center","40.73591","-73.850212","6","29","745","4,432,108","4,021,590,002","Forest Hills                                                               "
"Staten Island","West Brighton","230 Broadway","Occupied","Catholic Charities Community Services Archdiocese of NY","10310","Senior Center","40.636486","-74.117523","1","49","13,301","5,095,818","5,001,960,001","West New Brighton-New Brighton-St. George                                  "
"Manhattan","Gompers","80 Pitt Street","Occupied","Grand Street Settlement, Inc.","10002","Senior Center","40.718328","-73.98245","3","2","2,201","1,084,357","1,003,380,001","Lower East Side                                                            "
"Manhattan","Metro North Plaza","304 East 102nd Street","Occupied","Union Settlement Association","10029","Child Care - Early Learn","40.787977","-73.944153","11","8","164","1,079,341","1,016,730,006","East Harlem South                                                          "
"Manhattan","Lower East Side II","175 Eldridge Street","Occupied","University Settlement Society of New York, Inc.","10002","Community Center","40.720412","-73.990822","3","1","18","1,005,602","1,004,200,062","Chinatown                                                                  "
"Bronx","Mitchel","185 Willis Avenue","Vacant ","NYCHA","10454","Vacant","40.807604","-73.923994","1","8","23","2,093,914","2,022,980,040","Mott Haven-Port Morris                                                     "
"Manhattan","Smith","50 Madison Street","Occupied","Hamilton-Madison House, Inc.","10038","Senior Center","40.711958","-73.997825","3","1","25","1,077,420","1,001,110,100","Chinatown                                                                  "
"Brooklyn","Marcus Garvey","20 Amboy Street","Occupied","Research Foundation ","11212","Community Center","40.670058","-73.91476","16","41","902","3,251,969","3,034,940,010","Brownsville                                                                "
"Brooklyn","Albany","1185 Park Place","Occupied","Brooklyn Kindergarten Society, Inc.","11213","Child Care - Early Learn","40.672793","-73.938391","8","36","343","3,324,613","3,013,520,080","Crown Heights North                                                        "
"Queens","Queensbridge North","10-43 41st Avenue","Occupied","Queens Borough Public Library","11101","Other - Education /Literacy Center","40.755329","-73.945014","1","26","25","4,595,582","4,004,700,100","Queensbridge-Ravenswood-Long Island City                                   "
"Brooklyn","572 Warren St","565 Baltic Street","Occupied","Alonzo A. Daughtry Memorial DCC Inc.","11217","Child Care - UPK 2014","40.681306","-73.982697","6","33","127","3,006,388","3,004,010,001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Manhattan","Washington","1893 Second Avenue","Occupied","Union Settlement Association","10029","Child Care - Early Learn","40.785154","-73.946448","11","8","15,602","1,082,343","1,016,470,001","East Harlem South                                                          "
"Manhattan","Washington","1775 Third Avenue","Occupied","Union Settlement Association","10029","Senior Center","40.786574","-73.948303","11","8","15,602","1,079,203","1,016,470,001","East Harlem South                                                          "
"Manhattan","Douglas II","820 Columbus Avenue","Occupied","Open Door Associates, Inc.","10025","Child Care - Early Learn","40.795506","-73.965603","7","7","189","1,079,347","1,018,550,001","Upper West Side                                                            "
"Brooklyn","Tompkins","730 Park Avenue","Occupied","Brooklyn Kindergarten Society, Inc.","11206","Child Care - Early Learn","40.697942","-73.946392","3","36","25,902","3,324,248","3,017,400,001","Bedford                                                                    "
"Brooklyn","Cypress Hills","475 Fountain Avenue","Occupied","NYCHA","11208","Senior Center","40.668288","-73.873005","5","42","1,210","3,337,041","3,042,920,061","East New York                                                              "
"Manhattan","Harlem River","2650 A C Powell Blvd","Occupied","NYC Public Library","10039","Other - Library","40.826385","-73.935622","10","9","236","1,084,156","1,020,370,011","Central Harlem North-Polo Grounds                                          "
"Manhattan","Jefferson","210 East 115th Street ","Occupied","Union Settlement Association","10029","Health Clinic (mental)","40.797132","-73.940237","11","8","180","1,080,705","1,016,620,001","East Harlem North                                                          "
"Bronx","1162 Washington","1162 Washington Avenue","Reserved - application on file","NYCHA","10459","Child Care ","40.82986","-73.90769","3","16","145","2,001,312","2,023,720,001","Claremont-Bathgate                                                         "
"Brooklyn","Hughes Apartments","301 Sutter Avenue","Occupied","Research Foundation","11212","Community Center","40.667312","-73.909072","16","41","906","3,348,344","3,035,260,021","Brownsville                                                                "
"Brooklyn","Stuyvesant Gardens II","150 Malcolm X Blvd","Occupied","Ridgewood-Bushwick Sr Citizens Council, Inc.","11221","Senior Center","40.688335","-73.930144","3","36","293","3,044,658","3,016,360,024","Stuyvesant Heights                                                         "
"Brooklyn","Sheepshead Bay","3679 Nostrand Avenue","Occupied","Federation of Italian American Organizations of Brooklyn","11229","Community Center","40.594132","-73.940663","15","46","572","3,344,548","3,074,051,001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"Queens","South Jamaica II","109-04 160th Street","Occupied","Southern Queens Park Association","11433","Community Center","40.693957","-73.792027","12","28","260","4,435,245","4,121,480,100","South Jamaica                                                              "
"Manhattan","La Guardia","40 Montgomery Street","Occupied","Henry Street Settlement, Inc.","10002","Health Clinic","40.71288","-73.985038","3","1","201","1,083,385","1,002,580,001","Lower East Side                                                            "
"Manhattan","Baruch","605 FDR Drive","Occupied","Grand Street Settlement, Inc.","10002","Community Center","40.718356","-73.97521","3","2","1,002","1,078,027","1,003,230,001","Lower East Side                                                            "
"Bronx","Millbrook","201 St. Anns Avenue","Occupied","Institute for the Puerto Rican/Hispanic Elderly","10454","Senior Center","40.805742","-73.918238","1","8","25","2,090,986","2,022,630,019","Mott Haven-Port Morris                                                     "
"Bronx","Forest","749 East 163rd Street","Occupied","Southeast Bronx Neighborhood Centers","10456","Child Care - Early Learn","40.822957","-73.904108","3","16","133","2,091,965","2,026,390,001","Morrisania-Melrose                                                         "
"Manhattan","LaGuardia Addition","280 Cherry Street","Occupied","New York Foundation For Senior Citizens","10002","Senior Center","40.711376","-73.988461","3","1","6","1,003,211","1,002,560,014","Lower East Side                                                            "
"Manhattan","131 Saint Nicholas Avenue","131 Saint Nicholas Avenue","Occupied","Citizen's Care Day Care Center, Inc","10026","Child Care - Early Learn","40.803994","-73.952721","10","9","218","1,058,378","1,019,220,041","Central Harlem South                                                       "
"Bronx","Betances I","401 St. Anns Avenue","Reserved - temporarily relocated","Institute for the Puerto Rican/Hispanic Elderly","10454","Senior Center/ under renovation","40.81085","-73.914941","1","8","41","2,090,993","2,022,690,100","Mott Haven-Port Morris                                                     "
"Bronx","Throggs Neck","461 Swinton Avenue","Occupied","Tremont Crotona Day Care Ctr., Inc.","10465","Child Care - Early Learn","40.820332","-73.822263","10","13","144","2,093,888","2,055,820,001","Schuylerville-Throgs Neck-Edgewater Park                                   "
"Bronx","Parkside","2972 Bronx Park East","Occupied","Mosholu Montefiore Community Center Inc.","10467","Community Center","40.869381","-73.870517","11","15","336","2,101,746","2,045,420,100","Bronxdale                                                                  "
"Bronx","East 180th Street-Monterey Avenue","2100 Monterey Avenue","Occupied","Good Shepherd Services","10457","Community Center","40.85029","-73.893098","6","15","37,504","2,011,855","2,030,620,021","East Tremont                                                               "
"Manhattan","Fulton","119 Ninth Avenue","Occupied","Hudson Guild","10011","Senior Center","40.743172","-74.00376","4","3","83","1,078,418","1,007,150,010","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"Bronx","Melrose","348 East 156th Street","Occupied","Lincoln Hospital ","10451","Health Clinic","40.821376","-73.917814","1","17","67","2,093,919","2,024,130,001","Melrose South-Mott Haven North                                             "
"Manhattan","DeHostos Apartments","690 Amsterdam Avenue","Occupied","Institute for Family Health","10025","Health Clinic","40.792464","-73.971538","7","6","179","1,033,648","1,012,410,025","Upper West Side                                                            "
"Brooklyn","Brown","1630 St Marks Avenue","Occupied","Wayside Out-Reach Development Corporation, Inc.","11233","Senior Center","40.673166","-73.912849","16","41","363","3,394,308","3,014,600,001","Ocean Hill                                                                 "
"Bronx","Patterson","340 Morris Avenue","Occupied","East Side House Settlement","10451","Community Center","40.813717","-73.92523","1","8","51","2,091,127","2,023,250,001","Mott Haven-Port Morris                                                     "
"Brooklyn","Glenmore Plaza","1777 Pitkin Avenue","Occupied","NYCHA","11212","Senior Center","40.670168","-73.907561","16","37","906","3,080,766","3,035,070,001","Brownsville                                                                "
"Manhattan","Riis","90 Avenue D","Occupied","Chinese-American Planning Council","10009","Child Care ","40.723113","-73.976442","3","2","24","1,077,551","1,003,620,001","Lower East Side                                                            "
"Bronx","Webster","401 East 168th Street","Occupied","Morrisania Diagnostic & Treament Center ","10456","Health Clinic","40.832241","-73.909464","3","16","145","2,091,187","2,023,950,001","Claremont-Bathgate                                                         "
"Bronx","Saint Mary's Park","675 Westchester Ave.","Vacant ","NYCHA","10455","Vacant","40.816471","-73.907799","1","17","75","2,093,934","2,026,280,001","Melrose South-Mott Haven North                                             "
"Brooklyn","Armstrong","495 Gates Avenue","Occupied","Police Athletic League, Inc.","11216","Community Center","40.686639","-73.946989","3","36","265","3,050,974","3,018,090,062","Bedford                                                                    "
"Manhattan","Amsterdam","216 West 63rd Street","Vacant ","NYCHA","10025","Vacant","40.773654","-73.987584","7","6","151","1,082,578","1,011,540,101","Lincoln Square                                                             "
"Bronx","Melrose","277 East  153rd Street","NYCHA HOLD","NYCHA","10451","Vacant","40.820157","-73.921306","1","17","67","2,093,920","2,024,130,001","Melrose South-Mott Haven North                                             "
"Bronx","Edenwald","1141 East 229th Street","NYCHA HOLD","NYCHA","10466","Vacant","40.886304","-73.845367","12","12","458","2,094,151","2,049,050,001","Eastchester-Edenwald-Baychester                                            "
"Brooklyn","Pennsylvania Avenue-Wortman Avenue","530 Stanley Avenue","Occupied","NYC Department of Education","11207","Other - Education /School","40.657212","-73.888852","5","42","1,104","3,324,010","3,043,690,001","East New York                                                              "
"Queens","Baisley Park","116-80 Guy Brewer Blvd","Occupied","NYCHA","11434","Senior Center","40.684875","-73.78338","12","28","278","4,435,282","4,122,350,022","Baisley Park                                                               "
"Manhattan","Lexington","183 East 98th Street","Reserved UPK 2015","School Construction Authority","10029","Occuped","40.786667","-73.948837","11","5","166","1,082,320","1,016,260,021","East Harlem South                                                          "
"Brooklyn","Ingersoll","177 Myrtle Avenue","Occupied","University Settlement Society of New York, Inc.","11201","Community Center","40.693614","-73.982305","2","35","15","3,257,034","3,020,500,001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"Manhattan","Wald","12 Avenue D","Occupied","United Jewish Council","10009","Senior Center","40.720462","-73.978369","3","2","20","1,078,045","1,003,560,001","Lower East Side                                                            "
"Bronx","Twin Parks West","355 East 183rd Street","NYCHA HOLD","NYCHA","10458","Vacant","40.856391","-73.895991","5","15","38,302","2,092,394","2,031,430,155","Fordham South                                                              "
"Brooklyn","O'Dwyer Gardens","2945 West 33rd Street","Occupied","Heartshare Human Services","11224","Community Center","40.573879","-73.99937","13","47","342","3,321,766","3,070,480,015","Seagate-Coney Island                                                       "
"Manhattan","Marshall Plaza","1970 Amsterdam Avenue","Occupied","United Block Association","10032","Senior Center","40.83328","-73.94174","12","7","241","1,076,742","1,021,160,033","Washington Heights South                                                   "
"Manhattan","Lower East Side I Infill","213 Eldridge Street","Occupied","Greenwich Village Youth Council","10002","Community Center","40.721532","-73.990252","3","1","3,601","1,077,628","1,004,210,052","Chinatown                                                                  "
"Bronx","Glebe Avenue-Westchester Avenue","2125 Glebe Avenue","Occupied","YMCA of Greater New York ","10462","Senior Center","40.8351","-73.850368","10","18","20,601","2,041,406","2,039,630,043","Westchester-Unionport                                                      "
"Bronx","Monroe","1780 Story Avenue","Occupied + Reserved - application on file","East Tremont Head Start Alumni Day Care Center","10473","Child Care - Early Learn","40.823265","-73.865779","9","18","42","2,092,748","2,036,370,001","Soundview-Castle Hill-Clason Point-Harding Park                            "
"Brooklyn","Boulevard","726 Stanley Avenue","Occupied","CAMBA","11207","Community Center","40.660225","-73.881862","5","42","1,110","3,324,277","3,043,770,001","East New York                                                              "
"Queens","South Jamaica II","108-17 159th Street","Occupied","Afro-American Parents Day Care Center","11433","Child Care ","40.695014","-73.793773","12","28","254","4,457,481","4,101,480,001","South Jamaica                                                              "
"Brooklyn","Roosevelt II","400 Hart Street","Occupied","Good Shepherd Services","11206","Community Center","40.694725","-73.93519","3","36","287","3,341,752","3,015,950,024","Stuyvesant Heights                                                         "
"Manhattan","Robbins Plaza","343 East 70th Street","Occupied","Lenox Hill Neighborhood House","10021","Senior Center","40.766686","-73.95739","8","5","126","1,044,841","1,014,450,023","Lenox Hill-Roosevelt Island                                                "
"Manhattan","Chelsea","428 West 26th Street","Occupied","Hudson Guild","10001","Other - Office Space","40.749065","-74.001541","4","3","93","1,083,581","1,007,230,015","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"Bronx","Monroe","1776 Story Avenue","Occupied","Institute for the Puerto Rican/Hispanic Elderly","10473","Senior Center","40.82324","-73.86596","9","18","42","2,092,748","2,036,370,001","Soundview-Castle Hill-Clason Point-Harding Park                            "
"Manhattan","Amsterdam","206 West 64th Street","Occupied","Hudson Guild","10023","Child Care - UPK 2014","40.773624","-73.985584","7","6","151","1,082,576","1,011,540,101","Lincoln Square                                                             "
"Brooklyn","Sumner","862 Park Avenue","Occupied","Good Shepherd Services","11206","Community Center","40.698582","-73.940736","3","36","28,502","3,324,728","3,015,800,001","Stuyvesant Heights                                                         "
"Bronx","Morris I","489 East 169th Street","Occupied","Claremont Neighborhood Center","10456","Community Center","40.832965","-73.905669","3","16","14,701","2,092,082","2,029,100,001","Claremont-Bathgate                                                         "
"Manhattan","East River","453 East 102nd Street","NYCHA HOLD","NYCHA","10029","Vacant","40.786271","-73.940034","11","8","162","1,083,942","1,016,960,001","East Harlem South                                                          "
"Manhattan","Robinson","110 East 129th Street","Occupied","SCAN Supportive Children's Advocacy Network","10035","Community Center","40.807387","-73.936695","11","9","242","1,054,505","1,017,770,005","East Harlem North                                                          "
"Brooklyn","Carey Gardens","2964 West 23rd Street","Occupied","Police Athletic League, Inc.","11224","Child Care - Early Learn","40.574699","-73.989827","13","47","326","3,321,840","3,070,560,014","Seagate-Coney Island                                                       "
"Brooklyn","Lafayette Gardens","442 Dekalb Avenue","Occupied","Graham Windham Services to Families & Children","11205","Community Center","40.690432","-73.959502","3","35","233","3,321,871","3,019,380,001","Bedford                                                                    "
"Queens","Redfern","15-44 Hassock Street","Occupied","Police Athletic League, Inc.","11691","Community Center","40.609102","-73.753359","14","31","103,201","4,449,685","4,155,010,002","Far Rockaway-Bayswater                                                     "
"Manhattan","Drew Hamilton","2698 Frederick Douglass Blvd","Occupied","Renaissance Health Care Network ","10030","Health Clinic","40.821706","-73.94273","10","9","232","1,060,431","1,020,290,001","Central Harlem North-Polo Grounds                                          "
"Bronx","University Avenue ","1925 University Avenue","Reserved - application on file","NYCHA","10453","Religious Services","40.853249","-73.912646","5","14","24,501","2,009,054","2,028,790,030","University Heights-Morris Heights                                          "
"Queens","Ravenswood","35-40 21st Street","Occupied","Jacob A. Riis Neighborhood Settlement, Inc.","11106","Community Center","40.760808","-73.93592","1","26","43","4,430,693","4,003,320,002","Queensbridge-Ravenswood-Long Island City                                   "
"Brooklyn","Brownsville","320 Blake Avenue","Vacant ","NYCHA","11212","Vacant","40.665897","-73.907834","16","41","912","3,326,528","3,035,610,001","Brownsville                                                                "
"Brooklyn","Red Hook West","6 Wolcott Street","NYCHA HOLD","NYCHA","11231","Vacant","40.675345","-74.009972","6","38","85","3,323,702","3,005,570,001","Carroll Gardens-Columbia Street-Red Hook                                   "
"Manhattan","Clinton","120 East 110th Street","Occupied","SCAN Supportive Children's Advocacy Network","10029","Community Center","40.795119","-73.945194","11","8","172","1,078,931","1,016,370,001","East Harlem South                                                          "
"Brooklyn","Carey Gardens","2315 Surf Avenue","Occupied","Heartshare Human Services","11224","Community Center","40.573958","-73.989878","13","47","326","3,321,840","3,070,560,014","Seagate-Coney Island                                                       "
"Queens","FOREST HILLS COOP (108TH STREET-62ND DRIVE)","108-25 62nd Drive ","Occupied","Queens Community House, Inc.","11375","NORC","40.73591","-73.850212","6","29","745","4,432,108","4,021,590,002","Forest Hills                                                               "
"Manhattan","Drew Hamilton","220 West 143rd Street","NYCHA HOLD","NYCHA","10030","Vacant","40.8208","-73.94113","10","9","232","1,086,084","1,020,280,016","Central Harlem North-Polo Grounds                                          "
"Brooklyn","Williams Plaza","321 Roebling Street","Occupied","Labor Industry for Education, Inc","11211","Child Care - Early Learn","40.70832","-73.960981","1","33","525","3,341,975","3,021,400,026","North Side-South Side                                                      "
"Bronx","McKinley","909 Tinton Avenue","Occupied","Southeast Bronx Neighborhood Centers","10456","Child Care - Early Learn","40.821974","-73.903448","3","16","133","2,091,959","2,026,380,090","Morrisania-Melrose                                                         "
"Bronx","Castle Hill","625 Castle Hill Avenue","Occupied","Kips Bay Boys & Girls Club/Dept for the Aging","10473","Community Center","40.819754","-73.848209","9","18","86","2,092,673","2,035,700,001","Soundview-Castle Hill-Clason Point-Harding Park                            "
"Bronx","Millbrook","201 St. Anns Avenue","Occupied","East Side House Settlement","10454","Child Care - Early Learn","40.805742","-73.918238","1","8","25","2,090,986","2,022,630,019","Mott Haven-Port Morris                                                     "
"Manhattan","Baruch","300 Delancey Street","Occupied","Grand Street Settlement, Inc.","10002","Child Care - Early Learn","40.715758","-73.979334","3","2","1,002","1,078,037","1,003,230,001","Lower East Side                                                            "
"Queens","Astoria","4-05 Astoria Blvd","Occupied","NYCHA","11102","Senior Center","40.772947","-73.933467","1","22","87","4,430,787","4,004,900,101","Old Astoria                                                                "
"Brooklyn","Sheepshead Bay","3679 Nostrand Avenue","Occupied","Catholic Charities Neighborhood Services, Inc.","11229","Senior Center","40.594132","-73.940663","15","46","572","3,344,548","3,074,051,001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"Brooklyn","Glenwood","5701 Avenue H","Occupied","Catholic Charities Neighborhood Services, Inc.","11234","Senior Center","40.633288","-73.921555","18","45","94,402","3,331,006","3,079,780,001","Flatlands                                                                  "
"Manhattan","Elliott","459 West 26th Street","Occupied","Hudson Guild","10001","Child Care ","40.74938","-74.002252","4","3","97","1,083,583","1,007,240,001","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"Manhattan","Lehman Village","80 East 110th Street","Occupied","Child Welfare Organizing Project","10029","Other - Case Management /Child Welfare Program","40.79568","-73.946555","11","8","17,401","1,078,868","1,016,150,023","East Harlem South                                                          "
"Brooklyn","Bushwick","50 Humboldt Street","Occupied","Jewish Association Services For the Aged","11206","NORC","40.703179","-73.940761","1","34","489","3,338,434","3,031,290,001","Bushwick South                                                             "
"Manhattan","Polo Grounds Towers","3005 8th Avenue","Occupied","Children's Village","10039","Community Center","40.831534","-73.935573","10","9","24,302","1,000,000","1,021,060,003","Central Harlem North-Polo Grounds                                          "
"Queens","Queensbridge South","10-30 41st Avenue","Occupied ","NYCHA","11101","Family Services","40.755417","-73.945223","1","26","25","4,595,567","4,004,650,100","Queensbridge-Ravenswood-Long Island City                                   "
"Brooklyn","Tompkins","736 Park Avenue","Occupied","Grand Street Settlement, Inc.","11206","Community Center","40.697972","-73.946128","3","36","25,902","3,324,248","3,017,400,001","Bedford                                                                    "
"Staten Island","Berry Houses","1742 Richmond Road","Occupied","Theodore Atlas Foundation","10306","Other- Sports - Boxing Program","40.5877","-74.10322","2","50","11,401","5,116,737","5,035,320,500","Old Town-Dongan Hills-South Beach                                          "
"Queens","Queensbridge North","40-10 10th Street ","Occupied","Steinway Child & Family Services, Inc.","11101","Other - Case Management /Referral Services","40.756753","-73.944471","1","26","25","4,595,581","4,004,700,100","Queensbridge-Ravenswood-Long Island City                                   "
"Manhattan","White","237 East 104th Street","Occupied","Union Settlement Association","10029","Community Center","40.789687","-73.944267","11","8","170","1,080,671","1,016,540,011","East Harlem South                                                          "
"Bronx","Morissania Air Rights","3135 Park Avenue ","NYCHA HOLD","NYCHA","10451","Vacant","40.82415","-73.917164","4","16","173","2,100,990","2,024,209,078","East Concourse-Concourse Village                                           "
"Brooklyn","Whitman","149 North Oxford Walk","NYCHA HOLD","NYCHA","11205","Vacant","40.693525","-73.975049","2","35","18,501","3,335,256","3,020,410,001","Fort Greene                                                                "
"Bronx","Sedgwick","1531 University Avenue","Vacant ","NYCHA","10453","Vacant","40.845828","-73.921995","5","16","20,501","2,092,104","2,028,770,001","University Heights-Morris Heights                                          "
"Staten Island","Mariner's Harbor","157 Brabant Street","Occupied","UAU","10303","Community Center","40.632021","-74.16389","1","49","31,901","5,109,121","5,012,450,001","Mariner's Harbor-Arlington-Port Ivory-Graniteville                         "
"Queens","Queensbridge North","10-26 41st Avenue","Occupied","Police Athletic League, Inc.","11101","Child Care ","40.755455","-73.945299","1","26","25","4,433,390","4,004,650,100","Queensbridge-Ravenswood-Long Island City                                   "
"Bronx","Murphy","601 Crotona Park North","Occupied","ACDP","10457","Community Center","40.842917","-73.895322","6","15","36,902","2,092,141","2,029,440,001","East Tremont                                                               "
"Manhattan","Wald","24 Avenue D","Occupied","Henry Street Settlement, Inc.","10009","Other - Jobs Plus","40.720789","-73.978134","3","2","20","1,078,047","1,003,560,001","Lower East Side                                                            "
"Manhattan","Corsi","307 East 116th Street","Occupied","Harlem RBI + SMART Program","10029","Other - Miscellaneous","40.796935","-73.93759","11","8","188","1,079,357","1,016,880,045","East Harlem North                                                          "
"Manhattan","Douglass Addition","868 Amsterdam Avenue","Occupied","West Side Federation for Senior and Supportive Housing","10025","Senior Center","40.798169","-73.967371","7","7","191","1,079,429","1,018,740,029","Upper West Side                                                            "
"Brooklyn","Sumner","47 Marcus Garvey Blvd.","Occupied","Cumberland Hospital ","11206","Health Clinic","40.697945","-73.941018","3","36","28,502","3,324,728","3,015,800,001","Stuyvesant Heights                                                         "
"Queens","Queensbridge North","40-11 10th Street ","Occupied","Jacob A. Riis Neighborhood Settlement, Inc.","11101","Other - Office Space","40.756753","-73.944471","1","26","25","4,433,387","4,004,700,100","Queensbridge-Ravenswood-Long Island City                                   "
"Bronx","Webster","1240 Webster Avenue","Occupied","Claremont Neighborhood Center","10456","Child Care - Early Learn","40.832675","-73.909388","3","16","145","2,091,187","2,023,950,001","Claremont-Bathgate                                                         "
"Manhattan","West Side Urban Renewal","647 Columbus Avenue","Occupied","Goddard Riverside Outreach","10025","Community Center","40.789927","-73.96965","7","6","177","1,031,623","1,012,050,001","Upper West Side                                                            "
"Staten Island","Berry Houses","211 Jefferson St.","Occupied","United Activities Unlimited Inc","10306","Community Center","40.586661","-74.100928","2","50","11,401","5,109,569","5,035,320,500","Old Town-Dongan Hills-South Beach                                          "
"Manhattan","Baruch","280 Delancey Street","Vacant ","NYCHA","10002","Vacant- health clinic","40.716079","-73.980373","3","2","1,002","1,078,039","1,003,230,001","Lower East Side                                                            "
"Manhattan","Manhattanville","3240 Broadway","Occupied","Citizen's Care Day Care Center, Inc","10027","Child Care - Early Learn","40.816951","-73.957365","9","7","219","1,084,124","1,019,840,001","Manhattanville                                                             "
"Bronx","Adams","735 East 152nd Street","Occupied","Neighborhood SHOPP","10455","Senior Center","40.815994","-73.907843","1","17","79","2,091,979","2,026,540,002","Melrose South-Mott Haven North                                             "
"Manhattan","Straus","225 East 27th Street","Occupied","NYCHA","10016","Performing Arts - Center","40.740851","-73.980116","6","2","66","1,019,877","1,009,080,017","Murray Hill-Kips Bay                                                       "
"Queens","Woodside","50-37 Broadway","Occupied","Police Athletic League, Inc.","11377","Child Care - Early Learn","40.754763","-73.910021","1","26","163","4,431,003","4,007,380,050","Astoria                                                                    "
"Brooklyn","Marcy","468 Marcy Avenue","NYCHA HOLD","NYCHA","11206","Vacant","40.698932","-73.949929","3","36","255","3,325,584","3,017,190,001","Bedford                                                                    "
"Manhattan","Manhattanville","530 West 133rd Street","Occupied","Boys and Girls Club of Harlem, Inc.","10027","Other - Family / Teen Program","40.818127","-73.954478","9","7","219","1,084,130","1,019,840,001","Manhattanville                                                             "
"Manhattan","DeHostos Apartments","201 West 93rd Street","Occupied","I Have A Dream Foundation-NY","10025","Other - Education / IHAD Literacy","40.792156","-73.971813","7","6","179","1,033,648","1,012,410,025","Upper West Side                                                            "
"Queens","Bland","40-15 College Pt Blvd","Occupied","NYCHA","11354","Senior Center","40.757803","-73.83414","7","20","871","4,443,443","4,050,370,008","Flushing                                                                   "
"Brooklyn","Roosevelt I","971 DeKalb Avenue","Occupied","Bedford Stuyvesant Early Childhood Development Ctr., Inc.","11221","Child Care ","40.693101","-73.936421","3","36","289","3,324,973","3,015,980,001","Stuyvesant Heights                                                         "
"Brooklyn","Stuyvesant Gardens","214 Stuyvesant Avenue","Occupied","SCO Family of Services","11221","Community Center","40.687985","-73.933065","3","36","293","3,044,631","3,016,350,041","Stuyvesant Heights                                                         "
"Manhattan","Harlem River","220-224 West 152nd Street","Occupied","Bethany Day Nursery, Inc.","10039","Child Care ","40.826309","-73.936634","10","9","236","1,084,154","1,020,370,011","Central Harlem North-Polo Grounds                                          "
"Queens","Astoria","3-10 Astoria Blvd.","Occupied","NYCHA","11102","Plasterer's Shop","40.773013","-73.933749","1","22","87","4,430,798","4,004,900,101","Old Astoria                                                                "
"Manhattan","East River","404 East 105th Street","Occupied","SCAN Supportive Children's Advocacy Network","10029","Community Center","40.788859","-73.940367","11","8","162","1,083,941","1,016,960,001","East Harlem South                                                          "
"Bronx","Soundview","1700 Seward Avenue","Occupied","Ciditty Kiddie Corporation","10473","Child Care - UPK 2015","40.818497","-73.868058","9","18","20","2,092,649","2,035,510,001","Soundview-Castle Hill-Clason Point-Harding Park                            "
